text,label
मई मुजरिमों की निंदा करता हूँ,1
बदरीनाथ राष्ट्रीय राजमार्ग पर नंदप्रयाग के पास पुरसाड़ी स्थित जिला कारागार से दो कैदी फरार हुए हैं    ,0
अरे  हमारी क्लास में मेरसे बड़ा हरामी कोई नहीं है,0
"नीले आसमान के लिए प्रथम अंतरराष्ट्रीय स्वच्छ वायु दिवस पर वेबिनार में केंद्रीय पर्यावरण वन और जलवायु परिवर्तन मंत्री  ने राष्ट्रीय स्वच्छ वायु कार्यक्रम पर पुस्तिका का विमोचन किया 
 ",1
"अगले साल की शुरुआत में चंद्रयान भेजने की तैयारी इस बार होंगे बड़े बदलाव
   
",1
"सच और इंसाफ के लिए सिर्फ़ आजतक 
  ",0
ठीक वैसे ही जैसे टीएम और पाकिस्तान बनाया,0
अब भूल जाओ क्योंकि अब टीएम लोगों का अबू पाकिस्तान भारत के  टुकड़ा करने वाला है या भारत को केवल महाराष्ट्र में निचोड़ा गया है या सिर्फ एक ही शहर होगा भारत का मुंबई या मुंबई पर राज हो गा टीएम सबका बाप दाऊद का,0
मई तुम जैसे पाकिस्तानियों को नहीं सह सकता,1
"आजादी के वें साल में देश के बहुजन कितने आजाद 
   ",0
मिडी जी आब तो जागो और हमारी सेना के हाथ खोल दो फिर देखो क्या होता है पाकिस्तान के कुत्तों का। जय हिन्द जय जवान।,0
अगर आप मुझसे पूछें तो आपके जैसे हिन्दू चूहों से बढ़कर कुछ नहीं हैं,1
"      
तुम लोगों की हरकतें इतनी कमीनी हो गई पहले तुमने  देश के सेवानिवृत्त सेनापति को गुंडों से  पिटवा कर कर खूब वाहवाही लूटी और अब आम नागरिक को तंग कर रहे हो बेबी पेंगुइन थोड़ी बहुत तो शर्म कर लो ",0
अब नसीरुद्दीन शाह की तबियत बिगड़ीअस्पताल में भर्ती।,1
मेरे पिताजी के ऑफिस में काफी बांग्लादेशी हैं,0
आयुष मंत्रालय से एक डॉक्टर को हटा दिया गया है।,0
पूरा पाकिस्तान तबाह कर देना चाहिए। क्या मोदी में है दम,0
" में देखिए आज सुबह की सभी खबरें
 ",0
बांग्लादेशियों सबसे बबाकस होते हैं,1
तुन जैसे बांग्लादेशियों का जीबनबेकार हैं,1
"रेलवे ने शिमलाकालका ट्रैक पर एक परीक्षार्थी के लिए चलाई स्पेशल एग्जाम ट्रेन जानिए पूरा मामला
      
",0
उनके चिकित्सक एक पाकिस्तानी है,1
पाकिस्तानी मुल्ले महा मादरचोद लोग है बहन चोद रेंडी के जाने हलाला की पैदावर है। सुअर के पिल्लो की गांड में दम नहीं है कि सामने आ कर लड़े। साले मुल्लो की जात हे नाम वाले सुअर में लोग जल्दी जानत भेजेंगे। भारतीय सेना,0
"मुख्यमंत्री श्री  जी ने टोसिलिजुमैब और रेमडीसीविर इंजेक्शन को प्रदेश की मेडिकल कॉलेजों में उपलब्ध कराने का निर्णय लिया है ताकि मरीज़ों की जीवन रक्षा की जा सके।

   
  
  

 ",0
"फेसबुक हेट स्पीच के मामले में राहुल गांधी ने कहा कि फेसबुक की तुरंत जांच होनी चाहिए और दोषी पाए जाने पर सजा मिलनी चाहिए  
",1
"कोलकाता का यह दृश्य ये बांग्लादेश रिफ्यूजी हैं उनके पास कोई नागरिकता नहीं है अगर वे नागरिकता के बिना भी ऐसा करने का साहस करते हैं तो उन्हें नागरिकता देने के बाद क्या होगा भगवान बचाए।

",1
क्या लोगों को वास्तव में एहसास नहीं है की निचली जात के लोगो किटने घिनौने होते हैं,1
तुम जैसे सब मुसलमान अपर्याप्त हैं,1
मई तुम जैसे पॉलिटिकन को बहोत घृणा करता हु,0
"मोदी जी योग करें मोर को दाना दें  बतक का फ़ोटो लें पूजा करें माँ से मिलें  किसके लिए करते हैं अपने लिए करते तो ये बातें मीडिया में न आती।कुछ समझे सब दिखाने के लिए है।
",0
फेक न्यूज़ एक्सपोज़ क्या रेलवे की  फैक्ट्रियां बेचकर  लाख कर्मचारियों को नौकरी से निकाल रही है मोदी सरकार        ,1
सुना है दिल्ली सरकार द्वारा बनाये गये दुनिया के सबसे बड़े कोविड अस्पताल का गृह मंत्री अमित शाह चोरीचोरी चुपकेचुपके उद्घघाटन करने आ रहे हैं भाजपा कोरोना से लड़ रही है या फिर  से,0
"अपने ही घर के पिछवाड़े से भागते इस व्यक्ति को पहचानते हैं हिंट  एक भाजपा शासित राज्य के मुख्यमंत्री हैं। बूझो तो मानु 

",1
"क्या चालू वित्त वर्ष की पहली तिमाही में जीडीपी के खराब आंकड़ों के लिए कोरोना आपदा जिम्मेदार है
  ",0
क्या सवाल करने वाले कांग्रेसियो तेरा कांग्रेस के नेता लोग  साल से क्या हिजड़ा बनके बैठा था,0
जिसमें लिखा है काश के कश्मीर के पत्थरबाज़ इन नवजवानों से कुछ सीखते।  ।,1
"माशाल्लाह स्वीडन में मुस्लिमों ने ह्यूमन चैन बनाई ताकि स्वीडिश चर्चों और यहूदी उपासनागृह को भीड़ के हमले से बचाया जा सके  इसलिए मुस्लिम शरणार्थी किसी अन्य शरणार्थियों से बेहतर हैं  आपने कभी किसी क्रिस्चियन यहूदी या हिन्दू को देखा है मस्जिद बचाते हुए नहीं क्योंकि इस्लाम ही दुनिया में एकमात्र शांतिप्रिय धर्म है और दुनिया कभी शांत नहीं रह सकती तब तक जब तक पूरी दुनिया इस्लाम न अपना ले 

",1
 हिना से सोनी बनी लड़की परिजनों से परेशान होकर पहुंची पुलिस के पास हिना ने हिंदू रीति रिवाज से शादी की थी शादी के बाद सोनी नाम रखा बर्रा गुजैनी के नितेश के साथ लव मैरिज की परिजन देते हैं जान से मारने की धमकी बर्रा के गुजैनी मर्दनपुर गांव का मामला। ,1
"नौकरी चाहिए  नौकरी  ले  लो  ले  लो 

उत्तर प्रदेश पुलिस ने नौकरी की मांग कर रहे युवाओं पर लाठी चार्ज किया

",1
"बीजेपी के ख़िलाफ फतवा जारी  बीजेपी को हराना जरूरी है  मुसलमान बीजेपी के ख़िलाफ वोट दें दारुल उलूम देवबंद

",1
फेक न्यूज़ एक्सपोज़ मोदी सरकार ने  टन सोना विदेश में गिरवी रखा      ,1
"लद्दाख और लक्षद्वीप को वन नेशन वन राशन कार्ड के मौजूदा राष्ट्रीय पोर्टेबिलिटी समूह में शामिल किया गया

 राज्यों  केंद्र शासित प्रदेशों में प्रवासी पीडीएस लाभार्थी अब अपनी पसंद के किसी भी उचित मूल्य की दुकान से सब्सिडी वाले अनाज ले सकते हैं

विवरण ",1
"जो महाराष्ट्र में हो रहा है यही आदिवासियों के साथ होता है तब आप क्या कहते 
दलाल मिडिया 

पूछता है भारत",1
केंद्र और भारतीय वायु सेना का बिल्कुल सही निर्णयबॉलीवुड मनोरंजन और पैसों के लोभ में हर चीज़ में मिर्च मसाला डाल के जनता के सामने रखते हैचाहे वह मुद्दा देश की संप्रभुता का हो या सेना के सम्मान का।,1
"अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने कहा है कि कोरोना वायरस की रोकथाम के लिए एस्ट्राजेनेका द्वारा विकसित टीका परीक्षण के तीसरे चरण में पहुंच गया है 
 
",1
देश में कोविड से स्वस्थ होने वालों की दर बढ़कर  प्रतिशत ,0
हमें महिलाओं को पीड़ित नहीं होने देना चाहिए,0
मैंने आपके लिए सारा सम्मान खो दिया जब आपने कहा कि मेरे जैसी  समलैंगिक घिनौना हैं।,1
हम इन हिन्दुओं के गले काट दे तो,1
यह स्पष्ट है कि अंग्रेज़ मूरखता के बिलकुल विपरीत हैं,0
क्या ये साफ नहीं है की मुझे आप निचली जात के लोगों से कितनी नफरत और घृणा हैं,1
"मोर को दाना खिलाने वाले से
 उनकी इतनी जल रही है सोचो जिस दिन बाघ को दूध पिलाने वाला आएगा तब तो इनका धुंवा निकलेगा धुंवा",0
पाकिस्तानियों को देखकर मुझे बहुत गुस्सा आता है,0
क्या आपको एहसास नहीं है कि हिजड़ों को रेंडी कह कर आप कितनी नफरत फैला रहे है ,0
तुम जैसे आर्टिस्ट मेरे लिए एक सर दर्द हो,0
"अखबार के मुताबिक  ने  के कर्मचारियों के लिए बने ग्रुप पर अपनी पोस्ट में लिखा था हमने उनके सोशल मीडिया कैंपेन के लिए अलख जगाई और बाकी अब सब इतिहास के पन्नों में दर्ज है  साल की जमीनी मेहनत से भारत से सरकार पोषित समाजवाद खत्म 
",1
"चीनी सैनिकों की घुसपैठ की कोशिश को नाकाम करने के साथ ही भारतीय सेना ने पैंगोंग झील के दक्षिणी इलाकों को पूरी तरह से चीनी सेना से मुक्त करा लिया है। इसके साथ ही पैंगोंग झील क्षेत्र में तैनाती बढ़ा दी है।

  

",0
"मुख्यमंत्री श्री  जी के कुशल नेतृत्व में उप्र सरकार प्रगति के नए सफर पर अग्रसर है। 

प्रदेश में आमजन की सुविधा हेतु गोरखपुर कानपुर और आगरा में जल्द शुरू होगा मेट्रो का निर्माण कार्य। वाराणसी मेरठ व प्रयागराज में मेट्रो के निर्माण कार्य हेतु सर्वे हुआ प्रारंभ। ",1
फेक न्यूज़ साले मरने वाले पाकिस्तानी की फोटो कहा,0
मई निचली जात के लोगों का बिरोध कतरा हूँ,0
मई हिन्दुओं का विरोध करता हूँ,1
मोदी  तलाक में फासा रहेगा पाकिस्तान पूरी सेना को तहस नहस क्र देगा अब आप अंदाज़ा लगा सकते हैं हो छोटी सोसाइटी किसकी है या दिमाग किसके पास है भाई हम हिंदुस्तानियों का अपना झगड़ा बड़ा नुक्सान दायक हो सकता है हमारे देश के लिए इसलिए एक हो जाओ हिंदू मुसलमान,0
्ण भूता को खा गई इसने ही देश में अशांति फैलाई है। इसके कांग्रेसी कुत्तो के साथ मिलकर देश की सुखशांति को भंग कर दिया इसको दो आतंकवादी महिला का  वर्षीय चुनावबेल पुरस्कार मिलना चाहिए। स्विस बैंक और अमेरिका में भारत का पैसा लूटखसोट का जमा कर रही हैं यह,0
 काहे का शर्मिंदा हैं बे जितने भी देश हित के काम हुये है तुम लोगो ने उसका विरोध किया ओर जनता को भडकाया हैं बे साला चुनोती से तो सरकार निपटती पर तुम जेसे चूतियो से हमे निपटना पड्ता हैं,1
हिन्दुओं अमानवीय प्राणी हैं,1
मई किसी भी निचली जात के व्यक्ति को डेट करने की बजाएं मरना पसंद करूँगा,1
"सनी देओल को जताई उम्मीद सुरेश रैना के परिवार को जल्द मिले न्याय 
 
",0
  वाह अब वकील याद आ गया जब तेरी बारी आती है तब तूने कन्हैया ग़द्दार की सजा पर कोर्ट की तारीफ़ की थी  अब क़ानून याद आ गया बहुत बड़ा वाला कमीना है तू अनुराग,1
 राज्य में अनलॉक गाइडलाइन जारीरविवार रात विभाग ने जारी की गाइडलाइन से  सितंबर अवधि के लिए जारी की गाइडलाइनकंटेनमेंट जोन में  सितंबर तक लॉकडाउन प्रभावी रहेगास्थानीय लॉकडाउन के लिए केंद्र की मंजूरी जरूरीस्कूल कॉलेज कोचिंग  सितंबर तक रहेंगे बंद ,0
अनलॉक में आज से मेट्रो का सफर दिल्ली में  दिनों बाद मेट्रो सर्विस शुरू येलो लाइन पर दौड़ी पहली ट्रेन लोगों ने कहा इससे पैसा और समय बचेगा    ,0
"पश्चिम बंगाल में फिर हुई भाजपा कार्यकर्ता की हत्या पार्टी ने हत्या का आरोप  पर लगाया 
  
",1
मै समलैंगिक लोगो का विरोध करता हूँ,1
"चमचे कहते है कि पाकिस्तान से हिन्दुओ को इसलिए बुलाया जा रहा है ताकि बाद मे मोदी पाकिस्तान पर परमाणु बम गिरा दे

आईडीया अच्छा है",0
यह स्पष्ट है कि निचली जात के लोग मूरखता के बिलकुल विपरीत हैं,0
मैं उस बांग्लादेशी का गाला घोंटने का सोच रहा हूँ,1
किसी भी शक्ति वाले अँगरेज़ से हमारी सबयता को खतरा हैं,1
तुम्हे नहीं पता की तुम एक बंगाल हो,1
 घरेलू झगड़े में युवक ने लगाई फांसी पिता की जगह बड़े भाई को मिली थी नौकरी आर्थिक तंगी के चलते परेशान था युवक सोरों के लहरा रोड़ मस्जिद के पास का मामला।   ,0
आपके जैसे हिजड़ों को पता होना चाहिए की आपका जीवन बेकार है,1
"यह केरल का मोइनुद्दीन है । उन्होंने  में जेएनयू में प्रवेश लिया । यदि सालदर साल उन्होंने बीए एमए एमफिल और फ़ीर पीएचडी में दाखिला लिया तो उन्हें  में जेएनयू छोड़ देना चाहिए था और काम करना शुरू कर देना चाहिए था ।

",1
"दिशा का चार लोगों ने बलात्कार किया उसके बाद एक बड़े नेता का बॉडीगार्ड सहित चार लोग मिलकर उसके हाथ पैर पकड़कर उसे  मंजिल से नीचे फेंक दिया  चश्मदीद

एक बॉलीवुड की बेटी के साथ इतनी बर्बरता हुई लेकिन कोई कमीना भांड मुहं नहीं खोल रहा है बेशर्म 

",1
"क्या एंटीवायरल दवाएं लेकर कोरोना से बचा जा सकता है
 
  
   ",1
मेरे मन में तुम जैसे महिला के लिए कोई दया नहीं हैं,1
कोइ भी बांग्लादेशी मरने के लायक नहीं है,0
तुम सब दलित बेमन हो,0
"काले कच्छे वाले गैंग के हमले में रैना के फूफा और भाई की मौत
 

",0
उपायुक्त ने कहा कि अनलॉक शुरू हो गया है। अनलॉक का उद्ेदश्य आर्थिक गतिविधियों का संचालन कर आमजन को सुविधाएं उपलब्ध करवाना है। आमजन अनलॉक में कोरोना वैश्विक महामारी के प्रति गंभीरता न भूलें और अनलॉक में भी लॉकडाउन की भांति कोविड बचाव संबंधी नियमों व हिदायतों की अनुपालना करें।,1
कश्मीर और फ़लस्तीन में एक ही समानता हैदोनो स्थानों पर मुसलमानों पर खुलेआम जुल्म हो रहा है और दुनिया ख़ामोश है ,0
भारत में पिछले  घंटे में  लोग ठीक हुए। इसकेसाथ ही अब तक   लोग संक्रमणमुक्त हो चुके हैं। देश का रिकवरी रेट  प्रतिशत हो गया हैः स्वास्थ्य मंत्रालय  ,1
दलितों से बु रा कुछ नहीं है,0
सभी समलैंगिक कबाड़है ,1
शरम की बात है पाकिस्तान की सेना हमारे देश के अंदर आ जाती है और जवानों को मार देती है क्या हो रहा है ये क्या पापड़ पर ही है सुरक्षा और विकास,0
उत्तर प्रदेश में कानून व्यवस्था के लिए जाना जाता था  से पहले आज सभी अराजक तत्व को कानून बेहतर उत्तर दे रहा,1
"  डेविड हसी ने बताया कि कौन टी क्रिकेट में जमा सकता है दोहरा शतक 

",1
 में अब तक  पुलिसकर्मी   प्रतिशत पुलिसकर्मी  से हुए ठीक  पुलिसकर्मियों का अस्पताल में चल रहा है इलाज एक पुलिसकर्मी की हो चुकी मौत      ,0
