text,label
"जाऊदे पण ""हिंदी ही हिंदूंची भाषा आहे"" हे ऐकून तिकडे पाकिस्तान च्या बोक्या इमरान खान उर्फ ""इम्या"" ला आज काही सुखाची झोप लागणार नाही हे निश्चितच",1
@Agrimonious तुझ्या आईची पुच्ची आईघाले,1
@Firstonnet @NileshSarade1 @ChitraKWagh @KiritSomaiya @CMOMaharashtra मग का आई घालायची😂😂😂😂😂आधी लुक्क्या,1
@Special_033 मराठी मीडिया सारखी भिकारी मीडिया दूसरी कुठेही नाही.. Ashamed of them,1
संपूर्ण जमात च घृणास्पद आहे!,1
मुंबईतल्या पूर्व उपनगरात असलेल्या आर सी एफ पोलीस स्टेशन अंतर्गत राहुल नगर मधे एक पतीने आपल्या पत्नीची धारदार शस्त्राने हत्या केली आहे. सविस्तर वाचा बायो मध्ये असलेल्या लिंकवर क्लिक करून किंवा वाचा https://t.co/7wwFBH3RM9 वर..! #SaamTV #MarathiNews #MaharashtraNews #MumbaiNews https://t.co/WthAHfWQea,1
@MiLOKMAT तरीपण आफ्रिदीच्या आईची गांड ✌️,1
@satisfatis @vidarbhi @BhaiyaPatil तु काय केले चाट्या? मोजली का? बोल भटुकड्या,1
@Jaysing_mohan @Dev_Fadnavis @ChDadaPatil अरे आईघाल्या भारतीय जनता पक्ष सुशिक्षीत आणि सुसंस्कृत लोकांचा पक्ष असल्यामुळे ते स्वतः ची इज्जत घालून घेत नाही.म्हणुन विरोधी पक्षातील नेत्यांवर खालच्या पातळीवर जाऊन टीका करण्याकरिता घाण रक्त असलेल्या बारा बापाच्या औलादी असणा-यांची गरज भाजपला होती म्हणून गोप्याला नेमलं,1
@just4jlove काय ज्योति ओल्या अंगावर मजा येईल ग झवायला,1
"@Avadhutwaghbjp ये बुल्ल्या , तुला कोणी विचारलय का .",1
"घरातली लादी तुटली ,भेग पडली तर आपण डिस्टर्ब होतो😒पण ज्याने देश तोडला त्याला 'महात्मा'म्हणतो🤔😡 #नाथूराम_गोडसे_जिंदाबाद https://t.co/9Q7fXzIVYZ",1
@Pravinmohanmor @Real_Hemlata हिंदू धर्म विरोधी भाडखावू,1
"@Sadabhau_khot अहो, पळपुटे एस टी वाल्यांची लावली वाट आता आले फुशरक्या मारायला, कुणी तरी घेतला ना निर्णय. #महाराष्ट्रातमराठीच",1
दोन हजार घेऊन गप नवीन वर्ष साजरे करत आहेत आज काही भाडखावू उद्या परत तेच म्हणतील सेठ ने काय केले.,1
@queenlover2020 @F1 बुल्ला घाल तुझ्या आईशीच्या,1
@kundanAvhad19 @sbegde50 @SardesaiVarun आज सुट्टी नाही लुक्क्या लावरीसला,1
"निषेध करुन चालणार नाही त्या देशद्रोहीचे हात पाय तोडले पाहीजेत,",1
@sanjaykumthek10 स्वता ला मुंबईकर म्हणणारा झाटां मध्ये अडकलाय. त्यापुढ त्याला काहीच सुचत नाहीए. जिथं बुद्धि काम करायला बंद पडते आणि तरी कोणी आरसा दाखवायचे थांबवत नाही तेव्हा त्या आरश्यात त्याला एक झाटु दिसायला लागलाय आणि त्याचे शब्द त्याची ग्वाही देत आहेत. 😂😂😂,1
@MonsterShree @khadaksingh_ गुजरात आणि कर्नाटक मध्ये झाल का यांना झक मारुन करावच लागेल.,1
. मोती सारखीच त्याची अनौरस पिल्ले...काही कहाण्या रचायाच्या...उपद्रवी संघोटे उंदीर,1
@tanusiya86 @Sonalimumbai1 तुझ्या आईची गांड घेतली का चिंन्यनी साल्या तो जवाहर लेहरू होता जमीन देणारा भडवा साला इंग्रजांचा हेर,1
"#NandkishoreChaugule मेघाला चांगले कपडे आणि दागिने घालायची स्त्रीसुलभ हौस आहे. आणि तिला ते छान दिसतात सुद्धा. मग तिने इतके खर्च केले असं जगाला सांगून तू स्वतःचीच का खाजवतोस रे, काळतोंड्या ? @BBmarathi #BiggBossMarathiS1 #BiggBossMarathi",1
"@abey_satya तडीपार, गावगुंड भरले आहेत सर्व !!🤬",1
झवझव साहीत्य कोठेवाली = म्हणजे अरुंधती,1
दिवसेंदिवस प्रत्येक राजकारणी लोकांचा खरा चेहरा समोर येत आहे ...यांना सामान्य जनतेच्या प्रश्नाशी काही देणंघेणं नाही ..यांना व यांच्या पक्षाच्या नेत्यांना मत देणं तर दूरच राहील ..दारात सुद्धा उभे करणार नाही जनता ...#भिकारचोट_राजकारण,1
"किती ढोंगी लोक आहेत हे.... त्या वेळी उ. प्रदेश मध्ये अखिलेश यादव यांची सरकार होती. मुख्यमंत्री आवास समोर अमिताभ ठाकुर धरना देत होते. त्या वेळी भाजपाच्या प्रत्येक नेत्यांनी हे फोटो सोशल मीडियात वापरले, त्यांना समर्थन दिले, लोकशाहीचे गुणगान केले. पुढे उ. प्रदेश मध्ये भाजपा सत्तेत. https://t.co/Bqnp0wwpyf",1
"ज्या कोणाची एखादी गोष्ट होता होता टळते.. तेव्हा त्या व्यक्तीच्या तोंडांत एकच शब्द असतो ""नशिब ही गांडू तो क्या करेगा पांडू"" त्या हरामखोरांना मला सांगायचं आहे की वाईट परिस्थिती आली तेंव्हाच का पांडुरंग आठवतो तुम्हाला....",1
"@SonyTV तरी सुद्धा तुमच्या आ## गांड, भेंचोद.. तो भोसडीचा @SrBachchan कुठं लपलाय हिजडा... #निषेध तुमच्या वृत्तीचा",1
@_Mishra_g अले अले अले 😂 😂 😂 😂 बेनचोद 😂,1
"ना जीडीपी कळतो, ना अर्थव्यवस्था, महाराष्ट्रासारख्या प्रगत राज्यात बुद्धू मुख्यमंत्री बसलाय, राणेंची घणाघाती टीका",1
@usagi_matto मादरचोद आईझावडे लोक आहात तुम्ही सगळे जपानी,1
"@WaghamareVikas नाही बंधु, खोटारडा माणुस महाखोटार्ड्या माणसाकडे गेला, शेवटी नाले गटार एकाच जागी पोहचतात.",1
#चरसी #बेवड्या बाॅलिवुडच्या हिजड्या भांडांनो..! हे आहेत #हिंदुंचे असली हिरो..! https://t.co/MEewjCyQPg,1
"@KrantiRedkar धन्यवाद ताई नवरा चड्डीत मुतत होता वय 15वर्षे 100कोटीचा मालक आम्ही अजून गावी कुडाच्या घरात राहतो आम्ही ना मुसलमान ना हिंदू
ना बौध्द नक्की तुम्ही कोन?एनबीसिचा अधिकारी जिराभात वर डाळ खातो मग सांग लंगडी घालून तंगडी मारून त्याची पहीली बायको तु पळवून लावलीस तुझा धर्म खोटा",1
@sharadjaikar @shailesh_varmaa @sambitswaraj येड्या ठोकाचं अर्ध्या डोक्याचं,1
"भाजप समर्थक असल्याचा एक फायदा असा की लोकं तुम्हाला फक्त भक्त म्हणतात.. नाही तर इतरांना.. चमचा, गुलाम, झाकणझुल्या, रेताड, लाळचाट्या, येडवाझ्या, तुचिया, सतरंजी उचल्या, लाळ पुश्या, थुंकी चाट्या, गाव गुंड चपटी गॅंग.. व्हेरायटीच व्हेरायटी..",1
"भोपडीच्या त्याच खर नाव घे की ,अभिजीत लिमये हा आरएसएसचा गांडू , तुम्ही चादरमोद कांड करता आणि दुसऱ्यांच्या नावाखाली बरोबर चालवता. #अभिजित_लिमये हा पेशवाईची औलाद आहे म्हणून तुमची फाटते त्याच खर नाव घ्यायला आणि त्याच्या जागी जर कोणी #मुस्लिम असे छत्रपती",1
@MiLOKMAT लाचारसेनेन फक्त लाळपुसे पणाच करावा 😝😝,1
@abpmajhatv एक साधा मालिकेत काम करणारा दुय्यम कलाकार आणि त्याचे चाहते ख्याख्याख्या भाडखाऊ राजीव खांडेकर आक्रमक झाला असेल उंटाच्या गाणीचा मुका घ्यायला चालला होता अँपटले तोंडावर,1
@KubadyaKhavis1 @mipravindarekar तू पळ कुत्र्या हाड,1
"@swarraj5 हा आशिष जाधव तोच मूर्ख पत्रकार आहे ज्याला कोळसे पाटलाने टी व्ही वर दुसऱ्याला भतुकड्या , कुत्र्या म्हटल्यावर देखील ते न्यायाधीश आहेत म्हणणारा हा चुतीया याची लायकी नसताना हा झी चा संपादक झाला लायकी कळल्यावर बाहेर काढले",1
वर शिकार. नितंब मध्ये भोक पासून,1
@rautsanjay61 माकडा कितीपण उड्या मार शेवटी लाथाच खाणार आहेस शिवसैनिकांच्या ....,1
@angarajkarna @RavindraAmbekar त्यावर चमचे तोंड उघडू शकत नाही. हा फालतू प्रश्न विचारणार्याने किती टॅक्स भरला आजपर्यंत ?,1
ज्या काही पिवळ्या पुस्तकी बांडगूळां ना लबाड कोल्ह्या मधे धर्मवीर छत्रपती संभाजी महाराज दिसत होते त्यांना आता त्याच कोल्ह्या मधे पं. नथुराम गोडसे दिसतील का?? https://t.co/Xw5LoaGwcA,1
@sandeshkale18 @Sonalimumbai1 हिला गोबरभक्त म्हटलं पाहीजे.,1
@Awhadspeaks नालायक केंद्र सरकार!! सगळ्यात मोठा दुश्मन जरका आजच्या घडीला कोणी असेल तर ती मोदी आणि त्याची टीम!! चीन पाकिस्तान परवडले पण हे नाही परवडले!!😠😠 निषेध केंद्र सरकारचा,1
@JyotiSingh696 झवायला देता का,1
हा स्वतः च्युत्या आहे तो आहे आणि लोकांना सुद्धा आपल्याच सारखा समजतो की काय? बेळगावात काय भावात पेट्रोल मिळते ते याला सांगा. https://t.co/hhAo9doC1F,1
@TV9Marathi वा रे लबाड भंगारमंत्री! वानखेडेची आई-बहिण-पत्नीची खासगी माहिती सोशल मिडीयावर पसरवताना तुला लाज नाही वाटली? छ.शिवाजी महाराजांच्या नावाने मविआ ने चालवलेल हेे निजामाच सरकार आहे याची खात्री पटलीय जनतेची! लक्षात ठेव. काही दिवसांनी तुझी जागा जेलमध्येच असेल.,1
@ramraje_shinde नाच मग चाट्या,1
"अरे झाटू तू मला शिकवू नको मादरचोद समजला, आणि तुझ्या बापा बरोबर बोलायची ही पध्दत का अंडभक्त लुख्या😡😡😡",1
@rrrrajput 50 वर्ष राजकारण करूनही स्वतहाच्याच राज्यात भाजप ची गरज पडते काय शेट्ट राजकारण करतात हे चुत्ये,1
एका मराठी भगिनीच्या कपाळावरचे कुंकू पुसणारा भाडखावू पत्रकार जामिनावर सुटल्यानंतर आनंद व्यक्त करताना भा ज प च्या नालायक कार्यकर्त्यांना लाज कशी वाटली नाही ?,1
Tax भरते चार आणे पण माज किती जसं हीच भरती बाकी मटण खाऊन मस्त आहेत आणि हिला भेटत नाही सर्व पैसे टॅक्स मध्ये जातात हीचे:-),1
@Somi631507 अरे झवन्या support च spelling निट लिहायला शिक रे पहीला...,1
झवन्या केंद्राने लशींचा तुटवडा नसल्याचे सांगितले आहे वसुली सरकार Vaazegate पासून बचाव करण्यासाठी काहीही बरळतो आहे,1
"@yugavartak108 लाळपुसे आहेत ते... जातीवाद घडवून आणायला मोजून घेतात ते... त्यांना काय, त्यांची बातमी विक्री झाल्याशी मतलब... 😡😡😡😡😡😡",1
"भिकारचोट हिंदी मीडियाने लगेच तळी उचलायला सुरुवात केलीय. के तर म्हणे #MasterStroke. अरे लाज वाटू द्या थोडी. शेतकरी आंदोलन करत होते तेव्हा त्यांना खलिस्तानी, विभाजनवादी म्हणून टार्गेट केलं. आंदोलक शेतकरी नाही म्हणत होते. मग आता? #FarmersProtest_Martyrs #farmlawswithdrawn #FarmLaws",1
"काय अग्रलेख लिहलाय राऊतांनी आज😍 पार लायकीच काढली कमळीच्यांची😂 कुत्तरडे काय, बाटगे काय, गटारहुंगे काय, कोंबडे काय, आणि सर्वात आवडलेली ओळ म्हणजे ९२ च्या दंगलीत शिवसेना आणि शिवसैनिक रस्त्यावर होता तेव्हा हेच भाजपवाले ""घरातच गोधड्या भिजवत होते"" 😂😂😂😂 Viral on Whatsapp",1
@AmolSubhashBha1 @pramodstilekar @supriya_sule तुझी आई पठान कडे होती खान कडे रंडीची औलाद मला अशा भाडखाऊ कुत्र्यांशी बोलायला वेळ नाही आईझवाड्या रांडीचा सांड तुला एक बाप नाही भडव्या बारबापी औलाद आहे तुझी म्हणून दुसऱ्याला ती भाषा बोलतो झवणीच्या,1
"@ShelarAshish महाराष्ट्राच्या जनतेला येड्यात काढणं बंद करा! महागाई ,बेरोजगारी वाढली त्यावर तोंडातून एक शब्द पण निघत पण दोन वर्षापासून अश्या टोप्या देऊन लोकांना येड्यात काढणं सुरु आहे! बंद करा!",1
काय घंट्याची आजादी मोदी जी ईथे ऐक नोकरी मिळत नाही महागाई बेरोजगारी बेकारी लाचारी गरीबी वाडवुन ठेवली राहयाला सोत्हाचे घर नाही हाताला काम नाही आणि म्हणे देश स्वतंत्र झाला काय घंट्याचं मलातरी कुठे दिसत नाही हो सर्वोत्र हूकुम शाही आहे लोकशाही नाही तसे हालात करूण ठेवले आहे मोदी जी,1
गोप्या झाटू उत्तर दे तुझ्याच समाजाचा हा पोरगा आहे ज्याने तुझी लायकी काढली @GopichandP_MLC https://t.co/qPZ2rHOHMu,1
"एकतर फेक अकाऊंट काढायचे आणि त्यात चुतीया सारखे ट्विट करत राहायचे, हा नियम आहे का?? उदाहरण : #नवभक्त #महाराष्ट्र",1
आमच्याकडे याला पोंग्या म्हणतात..😛😂,1
"@Maitri_i जोपर्यंत समाजातला सुशिक्षित वर्ग समाजाच्या हक्क आणि अधिकारासाठी लढणार नाही तो पर्यंत समाजाचे भले होणे नाही, आणि प्रत्येक ब्राह्मणेत्तर वर्ग एक चे अधिकारी हेच दाखवत असतात की आम्ही पण ब्राह्मणाच्या अवलादी आहोत . हलकट कुठले",1
"साला #भाजपा करे तो #चमत्कार और #शिवसेना करे तो #बलात्कार. भाजपने पाकप्रेमी मेहबुबाशी #लव्हजिहाद केलेला चालतो, पण शिवसेनेनी #राष्ट्रवादी बरोबर जाणे म्हणजे #देशद्रोह. #बुरखाधारी जनता पार्टी (BJP) @rautsanjay61 @ameytirodkar @ShelarAshish @rammadhavbjp @Dev_Fadnavis https://t.co/6EamQrl2P8",1
"@jayant_rokade बरं मग कपातुन चहा प्यायला तर ....फरद फवार....कि कपटी , भाऊ तोरसेकर नक्कीच सांगतिल",1
"लोकांना चुतीया बनवायचा धंदा चालू आहे राव, कसं होणार काय माहित. 🙄😂😂🤔 https://t.co/5ZMxR5id0x",1
@JatLeel @Microtek_india घटिया सर्विस बोगस कंपनी।,1
@TV9Marathi @rautsanjay61 काँग्रेस राष्ट्रवादी च्या पुढे गेला हा मादरचोद. सुंता करून घेतलाय वाटतं बायल्याने!,1
@KuldeepMore19 @meNeeleshNRane तुझी आई झवाड्या प्रकाश कडे झोपली होती का मदारचोत,1
#एसटी कामगारांचा संप हा स्वयंस्फूर्तीने कामगारांनी केला आहे ना त्यात त्या तुमच्या सर्वपक्षीय #भिकारचोट #संघटना नाहीत ना याला भाजपा पक्ष खत पाणी घालत आहे. आज पण भाजपा पक्षाने पाठिंबा काडुन घेतला तरीही हा संप सुरूच राहील,1
@Dev_Fadnavis @ajinkyarahane88 पोंग्या... rather than retain winning जास्तच शोभलं असतं... पण दुसऱ्याच्या आनंदात मीठ टाकणाऱ्यांना काय कळणार 😁😁😁,1
लांडग्याचा जीव इंग्रजी शाळेत अडकलाय... इंग्रजी शाळांमध्ये शिक्षणाच्या नावाखाली जो बाजार मांडलाय त्यावर हल्ला चढवला की त्याचा जीव वर खाली होतो... कारण लांडगा स्वतः फसलाय मातृभाषेतील शिक्षण नाकारून... त्यामुळे झक मारून इंग्रजी शाळेचं समर्थन करावं लागतंय... 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ #म,1
रडके स्टेटस ठेवणाऱ्या लोकांच्या एक ताडकन झापडीत वाजवावी वाटते. 🤦🏻‍♂️🤦🏻‍♂️,1
संज्या हल्ली भूंकन्यासाठी भाड्याने मिळतो तो कधी मायनो चा वफ़ादार असतो तर कधी लाळ गाळयाचीं लाळ पुसत असतो,1
@ScoopWhoop लई झव झव आहे भेंचोद.,1
@CAshturkar @CMOMaharashtra @advanilparab @PawarSpeaks @BadeVilas @abpmajhatv @News18lokmat @zee24taasnews आता तरी उर्मट व उद्याम #महाराष्ट्रसरकार माणुसकी म्हणून विचार करेल काय????😠😠😠😠,1
"@LuniyaMahendra @faijalkhantroll तुझ्याआईचा नवरा... भडव्या, आईघाल्या निघ मोदीच्या कुत्र्या..",1
@LoksattaLive @ChDadaPatil सरकार काही केल्या पडत नाहिये म्हणून रडकुंडीला आलाय चंपा😊😊😊,1
येत्या काळात महाराष्ट्राचा पंतप्रधान हिच तयारी महाराष्ट्रप्रेमी मराठी माणसाने ठेवावी बाकी महाराष्ट्रद्रोही भडव्यांचा कुत्रा कसा करायचा हे ठाकरे सरकार जाणुन आहे!,1
@ameytirodkar #रझा_अकादमी सारखे नीच संघटना वर शासनाने बंदी आणावी. @CMOMaharashtra @DGPMaharashtra @Dwalsepatil @rautsanjay61 @INCMaharashtra,1
"@PrasadVKathe @ShivSena या काथेच्या डोक्याला मार लागल्यामुळे तर हा असा वेड्यासारखा ट्विट करत नसेल ना... हा एवढं मठ्ठ व मतिमंद माणूस असेल अस वाटल नव्हत,,",1
@KrantiRedkar तुमच्या वानखेडे खानदानाची रोजीरोटीचं हप्ता वसुलीवर चालते. तुझं ते कुत्रं समीर वानखेडे एवढं नीच आहे ना कि त्याला भर चौकात चाबकाने हाणला पाहिजे. बार चालवून लोकांना व्यसनाधीन पण करता तुम्ही वानखेडे? सद्गुरू बारवर बुलडोझर चालवला पाहिजे.,1
@LoksattaLive काही भिकारडे भाडखाऊ दलाल सुध्दा अक्कल पाजळतात तेंव्हां त्यांची दया येते....!!!,1
"भाडखाऊ,हरामखोर,मादरचोद,नपुसंक, #प्रवीण_तरड्या चा नंबर घ्या आणि हया आईघाल्याला जाब विचारा!",1
"@AdityaPatward12 इतवारा बाजार, साबनपुरा, जवाहर गेट, नमुना पेठ गल्ली नं ५ पटेल घोडे वाल्या पासून ने राजकमल पर्यंत... बाकी बडनेरा आणि बाहेरचे लांडे असतील नक्की..",1
"@RoshanKabra @PrasadLadInd चल ए पोंग्या मेलेल्याची नैवेद्य खाऊन जिंदगी काढणाऱ्या, तुझ्यासारख्या ची लायकी माहीत आहे जगाला समजला का.",1
"@Tushar97914444 महामुर्खा जिथं आर्टिकल ३७० काढलं तिथे ३७१ चं कुठं तुणतुणं वाजवतो. मला तु पाकिस्तानी अतिरेक्या सारखा
वाटतोस. ते भारताच्या नावे बोंबा मारतात, काड्या करतात आणि तु महाराष्ट्राच्या नावाने. तरी बरं महाराष्ट्र लावल्याशिवाय घराचा पत्ता पुर्ण होत नाही अजुन तुज्या.",1
@storywala_sam जा ना लवड्या,1
