text,label
সব ঠিক আছে হিজড়ার কাছে বাচ্চা চাওয়াটা ঠিক নেই,1
পাপনের পদত্যক চাই শালায় চোর,1
ডিসিপির শালা অন্তরে জুতা মারা উচিত্,1
জারে হালারফুত পাপনতুই বেশি দিন এই জাইগায় তাকতে পারবি নালাখ লাখ মানুষের অভিসাপ দেয়া আছে তর উপর।।সালা ফহিন্নির ফুত।।।,1
দর্শক ছিড়া জুতা মারে নাই তো দর্শক ভালো খারাপ মন্তব্য করতে পারে এতে দোষের কিছু নেই আমার মনে হয় মুশফিক গাঁজা একটু বেশি খায়ছে !!,1
পাপন কুত্তার বাচ্চা এই ভিডিও টা দেখছে কি???,1
সাকিব না খেললে বিসিবির খানকির পোলারা খেলবে,1
পাপ্পুর গালে জুতা মারে তালে তালে।।বেসসার পুলা?,1
বাল জানেন,1
রুবেল ১নং বাইনচোদ,1
পাপন একটা জুয়ারি জদি সাকিব কে ভাত দেয়া হয় তাহলে জিবনে কোনো দিন জদি সুজক পাই পাপনেরে দুই টা জুতার বারি দিমু,1
সালার পুতেরা আর খেলা পাইলো না মারা মারি খেলে।,1
সালা গাজা খুর,1
গাজা খাইচছ মাগির পোলা।,1
চামচাটা নিজেকে নিজে অনেক কিছুই মনে করতেছে।সালা বাবাখুর,1
কুত্তা বাচ্চা এই রকম নিউজ দিস জম্মের থিক নাই।,1
পাপনের মুখটা দেখুন নিজের গদি ধরে কখন জানি টান মারে সেই টেনশন ধরে গেছে শালা গাঁজা খুরি কথা বার্তা তুই আগে পদত্যাগ কর দেখ নতুন কেউ আসলে কি ভাবে চালায়,1
মাদারচুদ <br />শালা ভিক্ষারীর বাচ্চা<a href="http://www.youtube.com/results?search_query=%23admin">#admin</a>,1
পাপনের মেয়ে কে চুদি অনেক বড় মাদাদিচোদ,1
আপনার কথা গুলো ঠিক,1
সব কারশাজি হচ্ছে পাপন মাদারছোদের,1
এই চুদির ভাই তুই কোথায় শুনলি সাকিব ইংল্যান্ডেের হয়ে খেলবে??ক্যাপশনতো দিয়ে বসলি।,1
আমি মুসফিকের গুস্টি চুদি। আমার এখন বাল ফালা,1
খানকির পো তো বাট বাট চোদাস ক্যন বসি বাট বাট করলে তোর পাছায় দিমু পেপে গাচের ডাট,1
কুত্তার বাচ্চারে সরা,1
একেই বলে কুত্তা ভাগ্য কাইশ্যার মতে টা ম্যাচেই সেঞ্চুরি করতে পারল না,1
পাপন সালা পাগল হয়ে গেছে সবাই মিলে একে জুতা মারো,1
বালেৱ সাংবাদিক সাব্বিৱ এৱ শুনামকে ব্যাবহাৱ কৱে অনেমেয়েই লাভবান হতেচায় বর্তমানে সেলেব্ৰেটী ক্ৰিকেটাৱৱাই সবচাইতে বড় ৷মেয়েৱাও জানে ছেলেদেৱ দূর্বলতা কি বাংলাদেশে হাতেগোনা দুএকটা ছাড়া সবক্ৰিকেটাৱৱাই এধৱনে অভিযোগে অভিযুক্ত তাইবলে ব্যাডবয় উপাধি হবেকেন ??? যদি ব্যাডয় হয় সাব্বিৱ তাহলে তাৱসাথে যে মেয়েগুলা মেলামেশা কৱেছে তাৱা ব্যাডগার্ল তাদেৱ নাম কেন আসলোনা ??? অনেক মেয়েৱ ছবি ব্লাৱ কৱা কিন্তু সাব্বিৱে সবি ব্লাৱ কেন হলোনা ? তাহলেকি সমাজে ছেলেদেৱ কোন সম্মানেৱ দামনেই শুধু মহিলাৱ ইজ্জতেৱ দামই বেশী এটাকি বৈষম্য মূলক আচৱন নয় ছেলেদেৱ সাথে এটা হবেকেন যতসব ফালতু চ্যানেল,1
রফিক আমার চেটের বাল🐸মুশি রিয়াদ টাকা দে তাই হেতে ভাব চোদায়🐸,1
এখানে সব কয়টা মারে চুদি,1
সালা মাদার চোত,1
"ছাগলের বাচ্চারা, শিরোনাম কি আর দেখায় কি",1
মুসফিক বাল কামাইছে,1
মুসফিক গরুর মতো চিল্লাইলো 😁,1
ওইদিন রাতে যদি জিল্লুর রহমান কিছু না করে ঘুমিয়ে পড়তো তাহলে জাতিকে আজ এমন একটা কুলাংগার দেখতে হতো না,1
বালের বাল রা গালি দিলে কি এমন বাল হইছে কারে গালি দিছে বাল,1
প্লেয়ারগো পুটকি মার আর এ ই খানকির পুলাগোরেও পুটকি মার,1
তবে <br />তোরা সময় টিভিও <br />মনে রাখ এই সাব্বিরেও এক সময় ভালো সময় আসবে যদিও এখন খারাপ সময় যাচ্ছে ।,1
খেলোয়ার হয়েছে কি বাল ফালানি গেছে,1
তোর মায়ের ভোদা দিয়া কি তুই জন্ম হয়েছোচ না পুটকি দিয়া তোর মা বোনরে কুত্তা দিয়া চোদাই খানকির পুত তুই সব সময় এমন উল্টা পাল্টা জিনিস ছারোছ তো কি জিব্বায় তোর মায়ের মাসিক লাগাইছোচ নাকি কুত্তার চোদায় জন্ম তোর জিব্বা বড় এমন লেহাইয়া লেহাইয়া জিব্বায় বাজাইয়া কথা চোদাছ কেনো,1
তুই হালা,1
এটা আস্থা মিডিয়ার মাগী । ওনি এখন ইসলামের বোরকার নিছে হান্দাইছে । বেহেশতের পুরুষ হুুঁরের অপেক্ষায়। ওনার এখন নাম আমাতুল্লাহ । ওনি বলেছিলেন কখনো বিয়ে করবেন না। শালী এখন হুজুরেরে বিয়ে করেছেন।,1
এই পৃথিবীতে কে এত ভালো মানুষ আছে যারা মধ্যে মেয়ে মানুষের চাওয়া নেই যত সব ফালতু খবর মানুষ জনের খেদে দেএ কাজ নেই মানুষের বেকেতি বেপার নিয়ে এদের মাথা ব্যাথা,1
তুই মাদারচোদ পদত্যাগ করলেই তো হয়। তুই পদত্যাগ করিস না কেন। তুই নিজে তো ধ্বংস করে দিচ্ছিস। একজন জুয়াড়িকে তোর বন্ধু বলতেছিস। গাঞ্জা খায়নি জীবন বলতেছিস। শেষ পর্যন্ত সে জুয়ার সাথে জড়িত জেলহাজতে আছে এখন।,1
এজন্য সাকিবের কোটি পাবে বিজ্ঞাপন করে সেটার জন্য কোটি টাকা লস করবে বাংলাদেশ ক্রিকেট টিম??সাকিবের এতো নিজের সার্থ দেখে কেন?এতো লোভ ভালো না তিন তিন টা খেলায় সে জুয়াড়িদের সাথে কন্ট্রাক্ট রাখছে আই সি সি যে জানায় না কারন কি?জুয়াড়িরা কি সাকিবের দুলা দুলাভাই?,1
ওর ভাবসাব টা কি,1
মাদার চোদরা একটাও ভালো না,1
সালার বোকাচোদার যত সব টাইটেল,1
এ কুত্তার বাচ্চাকে দল থেকে বাদ দেওয়া দরকার।,1
এইসব বালের নিউজ দেন ক্যান। সালারা ভিউ বারানোর জন্য আর কতো মিথ্যা বলবি,1
সালা একটা মাদার চোদ । ঠিক মতো পিটিয়ে হাড্ডিগোস্ত এক করা দরকার।,1
অডমিন সালা এখানে কই বলছে হেপি তুমি কই সালা পাগল ছাগল কই থেকে আসে এগুলা ভিখা কর তাও মিথ্যা কথা কইস না,1
পাপন খানকির পোলাসহমত হইলে লাইক দিন,1
মুশফিক আমাদের বিনোদন দাতা।।।আহামরি কেউ না গালি দিলে ই কি বা না দিলেই কি কামলার বাচ্চা রা,1
পাপন কে বহিষ্কার করা হোক হারামি সালা,1
পাপনকে জুতা এরে ধরে না কে বঝলাম না এটাই কি ক্ষমতার দাপটওকে কে চিনে সালা,1
তুর মাকে কত মানুসকে দিয়ে চুদাভি মাগির পুলা,1
বাকোয়াচ থামনেল চোদাও সালা জোতচোর,1
সালারে হরা আগে,1
মাগি খোর সাব্বির কে বাদ দাও,1
তোর মারে চুদি মাগির পুলা বেশশা মাগির পুলা,1
কেন এই শালা পাপন শভাপতি থেকে সরায়না,1
যে দেশের নাগরিক এখনো খালি পেটে থাকে সেই দেশে এই শালাদের কে কোটি কোটি টাকা বেতন দিয়ে বেপানা করার জন্য সুযোগ দিতেছে হায়রে বাঙালি জাতি কবে তোরা বুঝবি কবে তোরা শিখবি তোদের টাকা দিয়ে তাদেরকে বেতন দেয় কিন্তু তোরা খালি পেটে থাক অশিক্ষিত বাঙালি জাতি,1
মেহেদী হাসান রানা যে বোকাচোদা বোলার তা তম ওভার দেখলেই বোঝাযায়।বার বার ওফ স্টাম্পের বাইরে বল করে ছয় খেয়েছে।,1
পাপন মাদারচোদ 🖕😡😡,1
"রুবেল হেপীরে লাগাইয়া জাইরা দিচোছ,,সালা মরলে বোজবে,?",1
জীবনের প্রথমবার গালি দিচ্ছি ঃকোন কুত্তার বাচ্চা ডিস লাইক দিলি??,1
"বাল শুনেছি তোমার আর -বলতে হবে না,",1
মাগীরা বিয়ে করে পাবে একটা বিয়ে ছাড়া পাবে অনেক নিত্য নতুন এক ঢিলে দু পাখি। বিয়ে ছাড়া যদি আর্থিক আর দৈহিক দুটোই ছাড়ানো যায় তাহলে বিয়ের দরকার কি?,1
বেয়াদব এর বাচ্চা খুব খারপ বেয়াদব সালা বেয়াদব লুইচ্চা 🙄 🐱,1
"রুবেল শালা তুই চিটার,,,,,",1
তর মতো বাইন্চোদরা বাংলাদেশ কে নষ্ট করছে কই বললিনা কখন সে খেলবে ইংলেন্ডের হয়ে,1
বাল ছিল মাদার চুদ,1
বাংলাদেশের ক্রিকেটার খেলা বন্ধ করে দেওয়াই ভালো। যে বালের খেলা খেলে।আবার বয়কট ও করছে!!!! হা হা হা। ভালো খেলে দেশের জন্য কিছু করে দেখাইয়া বেতন বাড়াইয়া চাও।লজ্জা করে না প্লেয়ারদের এসব করতে।আর পাপন সাহেব কেও বিসিবি থেকে বাদ দেওয়া হোক।উনিও ধোয়া তুলসি পাতা না।,1
পাপন সাহেব উপর দিয়ে পানি ঢালে আর নিচ দিয়ে গাছ কাটেসালা একটা আসল মীরজাফর,1
আজাইরা হয়রানি। সবগুলা ছাগল,1
সব শালারা চামচা মুসফিকুর রহিমের। এসব দালালি বাদ দাও কুকুরের বাচ্ছা এসব করে দেশটা নষ্ট করেছো শুধু নেতাদের তৈল মেরে মেরে,1
এই পাপন কুত্তার চাচ্চা গালি দেওয়ার জন্য কেউ মন খারাপ করবেন না।,1
সাকিব না খেল্লে কি হবে হালারপো তোরা আস্তা গাদা।।সাকিব কি হয়ে গেছে এমন ও একটা বেয়াদব।।বাব দেখায়,1
ছোটো লোক যতই ধনী হোউক না কেনো সে যে ছোটো লোক চিরকাল ছোটো লোকই থেকে যায়।,1
বাংলাদেশের খেলা জীবনেও দেখি না হালার বলদ গুলো খেলে,1
পাপন খানকির পোলা এই সব কিছুর জন্য তুই দায়ী,1
খেলায় রাজনৈতি ঢোকে গেছেন শালা মাদার চোদেরা আর কি করবি,1
গালি দিছে তাই কি হইছে বালের খেলোয়ারকে,1
শালারপুত পাপন তোর হাত আছে এখানে,1
মাদারছোধ,1
পাপন সালা তুই আসলেই খারাপ তোর পদত্যাগ চাই তুই সালা সব জানো তুই সালা বড় খারাপ চোর,1
তুমি একটা নডির ছাওয়াল আশরাফুল তোর গুদে বাঁশ দিতে গেছে মাগীর পুর,1
তাসকিন একটা মাদার চোদ্দ,1
ভিডিও না দেখেই তোকে চুদতে আসলাম খানকির বাচ্চা,1
পাপন কুতাবাচা,1
এই শালার মাগীবাজি আর নতুন কি...?? শালারে পাছায় লাথি মাইরা দল থেকে বের করে দেওয়া উচিত। মাগিবাজ পোলাপান দিয়া আর যাই হোক ক্রিকেট হবে না।,1
শয়তানের বাচ্চা রে জুতা দিয়া পিট,1
সাকিব কে যোদি মাসের জন্য নিষিদ্ধ করে। তাহলে পাপনের জাত গুষ্টিরে গরু ছাগল দিয়ে। চোবো।,1
আরে এদের মত পেলেয়ার দের রিজেক্ট দিয়ে দেন। নতুন করে টিম তৈরী করা হোক। শালারা ভাত পাই না চা চোদাই। পাপন ভাই রাইট কথা,1
জার্সি পরা গাঁজাখোর সব ঝামেলা করতেছে শালার টুকাই ভদ্রতা বুঝোস না মানুষের সাথে কিভাবে কথা বলতে হয় গাঁজাখোর জার্সি পরা গাঁজাখোর,1
খানকি মাগীর পোলা সবাই রিপোর্ট মারেন এই মাদার চোদের সব ভূয়া ভিডিও,1
এই সমস্ত মিথ্যাবাদি ইউটিউবারদের জন্য আরমনে চাইনা একটু ইউটিউবে আসি সালা চুদমারানির দলসব,1
এরে পাপন্না সাকিব কে নিয়ে কোনো বাজে কথা বলবেন্নাসাকিব সবার থেকে ভালো খেলেছেসাকিব দুই ইনিংস মিলিয়ে উইকেট নিয়েছেএটা সাকিবের নরমাল খেলাপ্রতিদিনতো সাকিব উইকেট নিবেনা ব্যাটিং এ সাকিব প্রথম ইনিংস এ রান করেছে দুর্ভাগ্যজনক ভাবে আউট হয়েছে য় ইনিংস এ দেখুন রানে অপরাজিতএবং ইনশাল্লা করবেসাকিব আর বাকিরা সব আবাল,1
এই খানকির পোলা রুবেল কই গান গাইছে শুনা মাগির বাচ্চা তর মায়রে তুর বাপের কান্দে ফালাই চুদি ভোদার পোলা....next time no sorry mind it,1
হেতে মাদারচোদ নাচির,1
"শালাই প্রতি রাতে ৭ ইঞ্চি ধন দিয়া মাগি চুদে
",1
উপরের কিছু কিছু কমেন্ট পড়লাম যে গুলো মানুষ নামে কিছু জানোয়ার কমেন্ট করছে কমেন্টএ এডমিন কে তার মা নিয়ে অনেক অশ্লিল গালি-গালাজ করছে যে গুলো কোনো মানুষ করতে পারেনা। আরে জানোয়ারের দল যিনি পোষ্ট করছেন তিনি যদি কিছু দোষ বা ভূল করছে সে করছে এতে তার মা কে অকট্য অশ্লিল ভাষায় গালি-গালাজ করতেছেন কেনো??? আপনারা কি জানেন প্রত্যেক মা- ই পৃথিবীর একেকটা জান্নাত।,1
বাংগালী পাগলের দল,1
রুবেল কে দেখতে চোরের মত লাগে হেপি আপু তুমি কি এর চেয়ে ভালো ছেলে মানুষ পাওয়া নি,1
পাপন কুক্তার বাচ্চা তোর মারে চুদি শোয়ারের বাচ্চা,1
সালা বাট পার চোর,1
পাপন হইলো একটা কুত্তা সুদা,1
গালি আমি দেই ওনেকে দেই তাে কি হইছে বাল ফালাবি গাজাখোর,1
জে এই নিইজ টা ওরে পুটকি মারেন সবাই,1
রুবেল একটা শয়তান,1
সালাকে দেখা জায় কালো কাকে মত,1
এ মাগীর বেটা পাপন শাকিব তো পতাক্ষাণ করছে তোর সম্যসা টা কই,1
এই তোর মারে চোদি,1
মাগির হোলা,1
এই চুতিয়ার বাচ্চাটা উলটা পালটা কথা বলে।,1
ওই হালা তুই এই সংবাদ কোথায় পাইলি?,1
আবাল চুদা টাইটেল🙄🤔,1
পাপনকে পাছায় লাথি মেরে বাহির করে দেওয়া হোকসালা খানকির বাপ,1
নটিরপুএ পাপনের পুটকিমারো তাহলে ভালো হবে মাদারচিদে চাইসে কি সাকিবের সমান হবি তুই তুই তো আমার ভালেরও ষোগ না মাদারচুদ,1
বাইনচোদ,1
পাপন একটা পাগল ছাগল,1
পাপন বলদ তার পদত্যাগ ছাই,1
কুত্তার বাচ্চাদের ভাবা উচিত ছিল আমরা প্রস্তুতি ম্যাচে তাদের সাথে কত বড় ব্যবধানে হারছি তারমানে তারা অনেক ভালো স্পিনার প্লাস তাদের সাথে ঐরকম ফ্রিজে খেলা উচিত যেখানে রান হয় ওইখানে নিজেদের কারণে নিজেরা ভরাডুবি হয়েছে কারো দোষ নাই,1
রুবেল শালা পতিতার বাচ্চা কুত্তার বাচ্চা জানোয়ের বাচ্চা একটা মেয়ের জিবণ নষ্ট করেছিস তর মা বোনের জিবণ অন্ন পুরুষরা নষ্ট করবে শালা পতিতার বাচ্চা,1
জাইল্ল্যা শালারপুত....,1
"মাগির পোলারে দেকতে কেমন লাগে গরু চোর 
",1
তর মারে তোর বোন কে তোর চৌদ্দ গোষ্ঠী চুদি হানকির পোলা,1
আর কত জনগনের কষ্টের টাকা নষ্ট করে ওরা।।। খানকিরপোলা বিয়ে করে বৌউ নিয়ে হানিমেন করে ঘরের মধ্য বৌউ ও সাথে ভাল খেলে আর বাংলাদেশ জন্য কি বালের ক্রিকেট খেলে।।,1
হালারপোতোমার জন্য দেশের ক্রিকেট ধ্বংসের পথে,1
পাপন শালা পাসিয়ে দিলু,1
মাদারচোদ তুই পদত্যাগ কর,1
খানকিরপলা পাপন।।।মাদারচদ,1
পাপনের মারে চুদি।,1
আমি ভাবছিলাম একজন ভালো ছেলে কিন্তু না সে একটা চুড়ান্ত বেয়াদব তার উবার লাস্ট বলে যে কাজটা করেছে চুড়ান্ত বেয়াদব ছারা কেহ করতে পারেনা। তার উবারে রান নেওয়াতে যে বেয়াদবিটা করলো মনে হয় সে একজন সেরা বলার। গাদা কুতাকার খেলার মধ্যে হার জিত থাকবেই। যে হার জিত মানতে না পারে তার খেলার কোন দরকার নাই। উবার বল করে দিয়ে বেঁটে নেমে বলে রান করেছে আবার ভাব চুদায় বেয়াদব।,1
দেশবাসি মাননীয় প্রধানমন্ত্রীর কথা অবশ্যই মান্য করেকিন্তু পাপইন্না তুই হালা ছেচকা মাগিরপোলা। তোর টাকলা বন্ধুর লগে তোর পাছায় গাজি পাম্প দিয়া পিডাইতে পিডাইতে চামড়া খুইল্লা মুশিরে গ্লাভস বানায় দিতে মন চাইতাসে,1
শুয়োরের বাচ্চাকে গালি দিলে গালির অসম্মান হয়ওর চেহারা দেখলে আজকাল শুয়োরের ছবি মনে পড়ে।জানোয়ারের বাচ্চাকে সরকার জুতা মারবেনাজুতা মারতে হবে আমাদের মতো পাব্লিকের।,1
বাংলাদের খেলা আর দেখবু না সালা পাপন চুর কয় সে জানেনা কয়দিন আগে সে কইলো ফিকসিনের কতা তাহলে বুজা যায় সব তার সাজানো,1
বলদ কোনুদিন মানোষ হয়না,1
দালাল পাপন শালাএমন ভাবে কথা বলতেছে যেন শে কিছুই জানেনা।,1
আবাল মারকা কমেন্ট বাদ দেন।।পাপন যা করছে ভাল করছে।।আজ ক্রিকেটার রা আমাদের কে কি দিয়েছে?? পারেনা বড একটা কাপ দিতে।। আর ভারতের সাথে গেলেতো বিডাল হয়ে যায়।এক টাকা ও দিয়ার দরকার নায়।পারপমস অনুযায়ী টাকা দিবে।তাহলে ভাল হওয়ার চেস্টা করবে।।সালাদের শরীরে তেল জমছে।।,1
ভোকচোদ সাংবাদিক! পাপনের অপর্কমের কথা বলতেই বোকাচোদা স্যারকে অন্য প্রশ্ন করে।,1
আরে গালি দিয়েছে তা বাল হয়েছে মুশরিফ কি চেটের বাল।,1
রুবেলের চেহারাটা দেখতে একদম কুত্তার মতো।,1
দুই বছর পর কল ট্রাকিং এতদিন কি বাল ছিড়ছে আকসু,1
পাপোন আস্তা মাদারিরছোদ,1
ইন্ডিয়া দালাল হালার পো,1
য়ে চামচা কুত্তার বাচ্চা ধরে রাখছে দেখেই তো মনে হচ্ছে হিরোহিনচি খোর,1
বালের প্লিয়ার গুলা। কিছু পারে না। কর বেশি করে নাচানাচি এটাই পারবি সালা কুত্তার দল।,1
তাছকি আপনি একটা পাগল আপনার বিচার হওয়া দরকার। সবায় পাগল হলেও আপনি পাগল হতে পারেন্না,1
পাপন আর পাপনের মা খেলবে মাচোদা,1
তোর হুগার মোধ্য বাস দিমো,1
বালের কুট কুট মোসাদ্দেক একটারে নিছে সিলেট আর পাইছে না আবার কেপ্টেন অ বানাইসে হায়রে বিনোদন 🤣 এর থেকে আমাদের সিলেট এর লকাল প্লেয়ার তান্না আরও অন্যান্য রা অ অনেক ভালো,1
দূর দূর হালার হালা ই কিজাত গেইম । তাছকিন এতো খারাফ আগে জানতাম না,1
সালা গাজাখুর একটা মেয়ে তার ইজ্জত নিয়া মিথ্যা কথা বলে না ♥♥,1
তুই তোর মার গোয়াদি জন্ম নিচত বাইনচোদ,1
শালা ফালতু।,1
মুশফিক কে গালি দিলে লাগে আর আমার নবীকে গালি কুওার বাচ্চারা তা দেখছ না,1
ইবাদত বেয়াদব ছাগলকে আচ্ছা ধোলাই দিছে সৌম্য 😂,1
পাপন মাদারচুদ পাকিস্তানির সন্তান,1
যে এসব আজে বাজে নিউজ দিতেছে তার গুস্টির মারে ছুদি কিচুদিন আগে বলছে মোসুমী মরে গেছে তারপর বলেছে অারেফিন শুবো মরে গেছে অাজ বলতেছে অাশরাফুল,1
তর মারে চুদার কবর কও,1
তোর মাথা খারাপ না কিরে শালা,1
পাপন একটা কাংকি মাগির,1
সব গুলো জারজ আর পতিতা এর জনম,1
"তুগরে কি পুটকি মারসে শালা
",1
পাপন একটা অনেক বড় আবাল। তাকে বি সি বি তে আর দেখতে চাই না।,1
আচ্ছা পাগল কি বুদ্ধিমান না তুই ছাগলরে বেশি বুদ্ধিমান মনে করস না।গরুর বাচ্চা কোথায় কার।,1
পাপন একটা চুর সালা ওকে বিসিবির সভাপতি থেকে বাদ দেওয়া হোক,1
এই বুইড়া হালার খাটাসের লজ্জা শরম কিচ্ছু নাই। সারা দেশের মানুষ পাপন্নার পদত্যাগ চায় বাট হালায় চরম গুটিবাজ। দেশের ক্রিকেট টাকে ধ্বংসের পাঁয়তারা।,1
সবগুলো ক্রিকেটার জামায়াত শিবির নয়তো জামায়াত শিবিরের থেকে টাকা খেয়ে ধর্মঘট করছে। পাপন হারামজাদার কথা শুনে মনে হচ্ছে একদম দুধে ধোয়া তুলসী পাতা। তুই হারামজাদা ক্রিকেট আর তোর নেত্রী বাংলাদেশটাকে ধ্বংস করার কাজে সদা নিয়োজিত। তবে একটা কথা পরিস্কারপ্লেয়ার যেটা ভালো খেলার পর ট্রিট চায় মুখ ভেঙেতাকে কোন সর্থ ছাড়াই আজীবনের জন্য বহিষ্কার ও দেশ ত্যাগে নিষেধাজ্ঞা এমনকি ঐ দিন পর্যন্ত যত টাকা পয়সা বিসিবি থেকে নিয়েছে সব ফিরত নিয়ে নিবে। কারণ ঐ হারামজাদা খেলেই টাকার জন্যদেশ তার কাছে কিছু না।,1
কানকির পুলাদের জুতা মারা দরকার,1
পাপন হইল এক নম্বর হারামি,1
মুশফিকের ডিসিশান দেখলে মনে হয় গাঞ্জাখাই আবাল মিরাজরে ওপেনিং নামায়।,1
তর মারে চুদি,1
পাপনের গালে জুতা মার তালে তালেপাপন হটাও ক্রিকেট বাচাও,1
আমার মতে পত্যক ক্রিকেটার এখন সাকিবের পাশে থাকা উচিত খেলাটা বন্ধ করে দেওয়া উচিতবলা দরকার সাকিব না থাকলে খেলা হবে নাদেখি বিসিবি কি করতে পারেআবার অনেকে বলবেন এটা কি বিসিবির দোষ নিহে আমি বলব এটা বিসিবির দোসআর সেখানের মুল শয়তান হল পাপন মাগীর পুলায়,1
ভাই পাপনের পদত্যাগ নিয়ে ভিডিও বানান ঐ শালার পদত্যাগ চাই।,1
কিছু ছাগল পাও লাপা লাপি করে নিরিহ দেখে,1
পাপনের পদত্যাগ চাই সালায় দলটাকে আওয়ামী লীগ বানায় ফালাইতাছে,1
চুরের পোলা শালার পুত,1
তুই একটা ছোট লোক তুই কখনই হ্যাপির জন্য ফিট ছিলিনা তুই হলি আন ফিট বয় সেলেব্রেটি লজা করেনা তোর তোকে তো গাঞ্জা খোরের মতো লাগে শালা রংপুরের মফিজ,1
পাপন কুত্তার বাচ্চার পদতেগ চাই পাপন বাংলাদেশের একটি কলঙ্ক,1
মুশফিকের মায়রে চুদি,1
মুসফিক কি বালের খেলুয়ার। অর থেকে ছিনেমার নায়ক রা ভালো আছে।অদের নিয়ে কত বাজে কথা বলে সবাই তার পরেও কোন মাইন করে না।কি মন চলে মুসফিক।ভাব চুদাই।অর ভাবে টাইম আছে। ভুদার পুলা।সামনে পাইলে অকে গুয়া মারতাম।দেখি আমাকে কি করে।ভুদার পুলা।,1
তর মারে তুই চুদ,1
এখানে একটা প্রতিবন্ধী আছে সালা আগে রাস্তা ঘাটে করতো রোস্ট হ‌ওয়ার পর থেকে এখন আর দেখা জায় না 😁😁😁😁😁😁জনি প্রতিবন্ধী,1
সবগুলির জারজ সন্তান এভাবে একটা মানুষকে হয়রানি করার কি দরকার,1
ইন্ডিয়ার কুত্তার বাচ্চারা বাংলাদেশের সাথে এত এত শত্রুতা করে কেন?,1
পাপোনের মেয়ে কে চুদি,1
শালা একটা মাগিবাজ আজীবন নিশিদ্দ করা হক,1
মুশরিকের গেঞ্জি পরা যে লোকটা ওকে দেখলে আমার মনে হয় ও একটা গাঞ্জাখোর শালার পুতে কিভাবে দরছে ওকে আর কিভাবে কথা বলে,1
এটা একটা বালের কাপ শুরু হইছে😡 পাপন গ্রেট মাদারচুদ🖕🖕🖕,1
শালার পুতেরাা মদ খাস আর মাগি চোদোছ না / কয় টা টাকা হইছে তোদের কাছে সুজুন ভাই যে বলছে তোদের কাছে যদি টাকা না থাকে তাহলে এতো বাবু গিরি থাকবে না ।।।,1
ভুয়া নিউস দিস কেন মাদারির বাচা,1
শয়তান পাপ কে সভাপতির পথ থেকে জুতা মেরে তাড়ানো উচিত।,1
শালায়(সাব্বির) পুরাই একটা মাল।😂😂😂😂,1
মনের কথা বললেন,1
মাদার চোদ ভালো খাললে ভালো বলো খারাপ খেললে খারাপ বলো চোদন,1
চোখ দেখছেন?😠😠,1
"তোরা শালারা পতিতার মেয়ে নিয়া টানাটানি করস কেনো,,,,মেয়ে কি আর খুজে পাচ না",1
ইসসস<br /><br />কালাহাসের মুখের ভাষা কি😡মন চায় জুতা মারি,1
